date,home_team,away_team,home_score,away_score,boxscore_url
2021-07-23,San Francisco Giants,Pittsburgh Pirates,4,6,https://www.baseball-reference.com/boxes/SFN/SFN202107230.shtml
2021-07-24,Baltimore Orioles,Washington Nationals,5,3,https://www.baseball-reference.com/boxes/BAL/BAL202107240.shtml
2021-07-24,Boston Red Sox,New York Yankees,3,4,https://www.baseball-reference.com/boxes/BOS/BOS202107240.shtml
2021-07-24,Chicago Cubs,Arizona D'Backs,3,7,https://www.baseball-reference.com/boxes/CHN/CHN202107240.shtml
2021-07-24,Cincinnati Reds,St. Louis Cardinals,5,3,https://www.baseball-reference.com/boxes/CIN/CIN202107240.shtml
2021-07-24,Cleveland Indians,Tampa Bay Rays,2,8,https://www.baseball-reference.com/boxes/CLE/CLE202107240.shtml
2021-07-24,Houston Astros,Texas Rangers,4,1,https://www.baseball-reference.com/boxes/HOU/HOU202107240.shtml
2021-07-24,Kansas City Royals,Detroit Tigers,9,8,https://www.baseball-reference.com/boxes/KCA/KCA202107240.shtml
2021-07-24,Los Angeles Dodgers,Colorado Rockies,1,0,https://www.baseball-reference.com/boxes/LAN/LAN202107240.shtml
2021-07-24,Miami Marlins,San Diego Padres,3,2,https://www.baseball-reference.com/boxes/MIA/MIA202107240.shtml
2021-07-24,Milwaukee Brewers,Chicago White Sox,6,1,https://www.baseball-reference.com/boxes/MIL/MIL202107240.shtml
2021-07-24,Minnesota Twins,Los Angeles Angels,1,2,https://www.baseball-reference.com/boxes/MIN/MIN202107240.shtml
2021-07-24,New York Mets,Toronto Blue Jays,3,10,https://www.baseball-reference.com/boxes/NYN/NYN202107240.shtml
2021-07-24,Philadelphia Phillies,Atlanta Braves,3,15,https://www.baseball-reference.com/boxes/PHI/PHI202107240.shtml
2021-07-24,Seattle Mariners,Oakland Athletics,5,4,https://www.baseball-reference.com/boxes/SEA/SEA202107240.shtml
2021-07-24,San Francisco Giants,Pittsburgh Pirates,2,10,https://www.baseball-reference.com/boxes/SFN/SFN202107240.shtml
2021-07-25,Baltimore Orioles,Washington Nationals,5,4,https://www.baseball-reference.com/boxes/BAL/BAL202107250.shtml
2021-07-25,Boston Red Sox,New York Yankees,5,4,https://www.baseball-reference.com/boxes/BOS/BOS202107250.shtml
2021-07-25,Chicago Cubs,Arizona D'Backs,5,1,https://www.baseball-reference.com/boxes/CHN/CHN202107250.shtml
2021-07-25,Cincinnati Reds,St. Louis Cardinals,6,10,https://www.baseball-reference.com/boxes/CIN/CIN202107250.shtml
2021-07-25,Cleveland Indians,Tampa Bay Rays,3,2,https://www.baseball-reference.com/boxes/CLE/CLE202107250.shtml
2021-07-25,Houston Astros,Texas Rangers,3,1,https://www.baseball-reference.com/boxes/HOU/HOU202107250.shtml
2021-07-25,Kansas City Royals,Detroit Tigers,6,1,https://www.baseball-reference.com/boxes/KCA/KCA202107250.shtml
2021-07-25,Los Angeles Dodgers,Colorado Rockies,3,2,https://www.baseball-reference.com/boxes/LAN/LAN202107250.shtml
2021-07-25,Miami Marlins,San Diego Padres,9,3,https://www.baseball-reference.com/boxes/MIA/MIA202107250.shtml
2021-07-25,Milwaukee Brewers,Chicago White Sox,1,3,https://www.baseball-reference.com/boxes/MIL/MIL202107250.shtml
2021-07-25,Minnesota Twins,Los Angeles Angels,2,6,https://www.baseball-reference.com/boxes/MIN/MIN202107250.shtml
2021-07-25,New York Mets,Toronto Blue Jays,5,4,https://www.baseball-reference.com/boxes/NYN/NYN202107250.shtml
2021-07-25,Philadelphia Phillies,Atlanta Braves,2,1,https://www.baseball-reference.com/boxes/PHI/PHI202107250.shtml
2021-07-25,Seattle Mariners,Oakland Athletics,4,3,https://www.baseball-reference.com/boxes/SEA/SEA202107250.shtml
2021-07-25,San Francisco Giants,Pittsburgh Pirates,6,1,https://www.baseball-reference.com/boxes/SFN/SFN202107250.shtml
2021-07-26,Los Angeles Angels,Colorado Rockies,6,2,https://www.baseball-reference.com/boxes/ANA/ANA202107260.shtml
2021-07-26,Boston Red Sox,Toronto Blue Jays,5,4,https://www.baseball-reference.com/boxes/BOS/BOS202107260.shtml
2021-07-26,Chicago Cubs,Cincinnati Reds,6,5,https://www.baseball-reference.com/boxes/CHN/CHN202107260.shtml
2021-07-26,Kansas City Royals,Chicago White Sox,4,3,https://www.baseball-reference.com/boxes/KCA/KCA202107260.shtml
2021-07-26,Minnesota Twins,Detroit Tigers,6,5,https://www.baseball-reference.com/boxes/MIN/MIN202107260.shtml
2021-07-26,New York Mets,Atlanta Braves,0,2,https://www.baseball-reference.com/boxes/NYN/NYN202107261.shtml
2021-07-26,New York Mets,Atlanta Braves,1,0,https://www.baseball-reference.com/boxes/NYN/NYN202107262.shtml
2021-07-26,Philadelphia Phillies,Washington Nationals,6,5,https://www.baseball-reference.com/boxes/PHI/PHI202107260.shtml
2021-07-26,Seattle Mariners,Houston Astros,11,8,https://www.baseball-reference.com/boxes/SEA/SEA202107260.shtml
2021-07-27,Los Angeles Angels,Colorado Rockies,3,12,https://www.baseball-reference.com/boxes/ANA/ANA202107270.shtml
2021-07-27,Baltimore Orioles,Miami Marlins,3,7,https://www.baseball-reference.com/boxes/BAL/BAL202107270.shtml
2021-07-27,Chicago Cubs,Cincinnati Reds,4,7,https://www.baseball-reference.com/boxes/CHN/CHN202107270.shtml
2021-07-27,Cleveland Indians,St. Louis Cardinals,2,4,https://www.baseball-reference.com/boxes/CLE/CLE202107270.shtml
2021-07-27,Kansas City Royals,Chicago White Sox,3,5,https://www.baseball-reference.com/boxes/KCA/KCA202107270.shtml
2021-07-27,Minnesota Twins,Detroit Tigers,5,6,https://www.baseball-reference.com/boxes/MIN/MIN202107270.shtml
2021-07-27,New York Mets,Atlanta Braves,5,12,https://www.baseball-reference.com/boxes/NYN/NYN202107270.shtml
2021-07-27,Philadelphia Phillies,Washington Nationals,4,6,https://www.baseball-reference.com/boxes/PHI/PHI202107270.shtml
2021-07-27,Pittsburgh Pirates,Milwaukee Brewers,0,9,https://www.baseball-reference.com/boxes/PIT/PIT202107270.shtml
2021-07-27,San Diego Padres,Oakland Athletics,7,4,https://www.baseball-reference.com/boxes/SDN/SDN202107270.shtml
2021-07-27,Seattle Mariners,Houston Astros,6,8,https://www.baseball-reference.com/boxes/SEA/SEA202107270.shtml
2021-07-27,San Francisco Giants,Los Angeles Dodgers,2,1,https://www.baseball-reference.com/boxes/SFN/SFN202107270.shtml
2021-07-27,Tampa Bay Rays,New York Yankees,3,4,https://www.baseball-reference.com/boxes/TBA/TBA202107270.shtml
2021-07-27,Texas Rangers,Arizona D'Backs,5,4,https://www.baseball-reference.com/boxes/TEX/TEX202107270.shtml
2021-07-28,Los Angeles Angels,Colorado Rockies,8,7,https://www.baseball-reference.com/boxes/ANA/ANA202107280.shtml
2021-07-28,Baltimore Orioles,Miami Marlins,8,7,https://www.baseball-reference.com/boxes/BAL/BAL202107280.shtml
2021-07-28,Boston Red Sox,Toronto Blue Jays,1,4,https://www.baseball-reference.com/boxes/BOS/BOS202107281.shtml
2021-07-28,Boston Red Sox,Toronto Blue Jays,4,1,https://www.baseball-reference.com/boxes/BOS/BOS202107282.shtml
2021-07-28,Chicago Cubs,Cincinnati Reds,2,8,https://www.baseball-reference.com/boxes/CHN/CHN202107280.shtml
2021-07-28,Cleveland Indians,St. Louis Cardinals,7,2,https://www.baseball-reference.com/boxes/CLE/CLE202107280.shtml
2021-07-28,Kansas City Royals,Chicago White Sox,3,2,https://www.baseball-reference.com/boxes/KCA/KCA202107280.shtml
2021-07-28,Minnesota Twins,Detroit Tigers,14,17,https://www.baseball-reference.com/boxes/MIN/MIN202107280.shtml
2021-07-28,New York Mets,Atlanta Braves,2,1,https://www.baseball-reference.com/boxes/NYN/NYN202107280.shtml
2021-07-28,Pittsburgh Pirates,Milwaukee Brewers,3,7,https://www.baseball-reference.com/boxes/PIT/PIT202107280.shtml
2021-07-28,San Diego Padres,Oakland Athletics,4,10,https://www.baseball-reference.com/boxes/SDN/SDN202107280.shtml
2021-07-28,Seattle Mariners,Houston Astros,4,11,https://www.baseball-reference.com/boxes/SEA/SEA202107280.shtml
2021-07-28,San Francisco Giants,Los Angeles Dodgers,0,8,https://www.baseball-reference.com/boxes/SFN/SFN202107280.shtml
2021-07-28,Tampa Bay Rays,New York Yankees,1,3,https://www.baseball-reference.com/boxes/TBA/TBA202107280.shtml
2021-07-28,Texas Rangers,Arizona D'Backs,2,3,https://www.baseball-reference.com/boxes/TEX/TEX202107280.shtml
2021-07-29,Los Angeles Angels,Oakland Athletics,0,4,https://www.baseball-reference.com/boxes/ANA/ANA202107290.shtml
2021-07-29,Boston Red Sox,Toronto Blue Jays,1,13,https://www.baseball-reference.com/boxes/BOS/BOS202107290.shtml
2021-07-29,Chicago Cubs,Cincinnati Reds,4,7,https://www.baseball-reference.com/boxes/CHN/CHN202107290.shtml
2021-07-29,Detroit Tigers,Baltimore Orioles,6,2,https://www.baseball-reference.com/boxes/DET/DET202107290.shtml
2021-07-29,Kansas City Royals,Chicago White Sox,5,0,https://www.baseball-reference.com/boxes/KCA/KCA202107290.shtml
2021-07-29,New York Mets,Atlanta Braves,3,6,https://www.baseball-reference.com/boxes/NYN/NYN202107290.shtml
2021-07-29,Philadelphia Phillies,Washington Nationals,1,3,https://www.baseball-reference.com/boxes/PHI/PHI202107291.shtml
2021-07-29,Philadelphia Phillies,Washington Nationals,11,8,https://www.baseball-reference.com/boxes/PHI/PHI202107292.shtml
2021-07-29,Pittsburgh Pirates,Milwaukee Brewers,0,12,https://www.baseball-reference.com/boxes/PIT/PIT202107290.shtml
2021-07-29,San Diego Padres,Colorado Rockies,3,0,https://www.baseball-reference.com/boxes/SDN/SDN202107290.shtml
2021-07-29,San Francisco Giants,Los Angeles Dodgers,5,0,https://www.baseball-reference.com/boxes/SFN/SFN202107290.shtml
2021-07-29,Tampa Bay Rays,New York Yankees,14,0,https://www.baseball-reference.com/boxes/TBA/TBA202107290.shtml
2021-07-30,Los Angeles Angels,Oakland Athletics,0,2,https://www.baseball-reference.com/boxes/ANA/ANA202107300.shtml
2021-07-30,Arizona D'Backs,Los Angeles Dodgers,6,5,https://www.baseball-reference.com/boxes/ARI/ARI202107300.shtml
2021-07-30,Atlanta Braves,Milwaukee Brewers,5,9,https://www.baseball-reference.com/boxes/ATL/ATL202107300.shtml
2021-07-30,Chicago White Sox,Cleveland Indians,6,4,https://www.baseball-reference.com/boxes/CHA/CHA202107300.shtml
2021-07-30,Detroit Tigers,Baltimore Orioles,3,4,https://www.baseball-reference.com/boxes/DET/DET202107300.shtml
2021-07-30,Miami Marlins,New York Yankees,1,3,https://www.baseball-reference.com/boxes/MIA/MIA202107300.shtml
2021-07-30,New York Mets,Cincinnati Reds,2,6,https://www.baseball-reference.com/boxes/NYN/NYN202107300.shtml
2021-07-30,Pittsburgh Pirates,Philadelphia Phillies,7,0,https://www.baseball-reference.com/boxes/PIT/PIT202107300.shtml
2021-07-30,San Diego Padres,Colorado Rockies,4,9,https://www.baseball-reference.com/boxes/SDN/SDN202107300.shtml
2021-07-30,San Francisco Giants,Houston Astros,6,9,https://www.baseball-reference.com/boxes/SFN/SFN202107300.shtml
2021-07-30,St. Louis Cardinals,Minnesota Twins,5,1,https://www.baseball-reference.com/boxes/SLN/SLN202107300.shtml
2021-07-30,Tampa Bay Rays,Boston Red Sox,7,3,https://www.baseball-reference.com/boxes/TBA/TBA202107300.shtml
2021-07-30,Texas Rangers,Seattle Mariners,5,9,https://www.baseball-reference.com/boxes/TEX/TEX202107300.shtml
2021-07-30,Toronto Blue Jays,Kansas City Royals,6,4,https://www.baseball-reference.com/boxes/TOR/TOR202107300.shtml
2021-07-30,Washington Nationals,Chicago Cubs,4,3,https://www.baseball-reference.com/boxes/WAS/WAS202107300.shtml
2021-07-31,Los Angeles Angels,Oakland Athletics,1,0,https://www.baseball-reference.com/boxes/ANA/ANA202107310.shtml
2021-07-31,Arizona D'Backs,Los Angeles Dodgers,3,8,https://www.baseball-reference.com/boxes/ARI/ARI202107310.shtml
2021-07-31,Atlanta Braves,Milwaukee Brewers,8,1,https://www.baseball-reference.com/boxes/ATL/ATL202107310.shtml
2021-07-31,Chicago White Sox,Cleveland Indians,11,12,https://www.baseball-reference.com/boxes/CHA/CHA202107310.shtml
2021-07-31,Detroit Tigers,Baltimore Orioles,2,5,https://www.baseball-reference.com/boxes/DET/DET202107310.shtml
2021-07-31,Miami Marlins,New York Yankees,2,4,https://www.baseball-reference.com/boxes/MIA/MIA202107310.shtml
2021-07-31,New York Mets,Cincinnati Reds,5,4,https://www.baseball-reference.com/boxes/NYN/NYN202107310.shtml
2021-07-31,Pittsburgh Pirates,Philadelphia Phillies,3,2,https://www.baseball-reference.com/boxes/PIT/PIT202107310.shtml
2021-07-31,San Diego Padres,Colorado Rockies,3,5,https://www.baseball-reference.com/boxes/SDN/SDN202107310.shtml
2021-07-31,San Francisco Giants,Houston Astros,8,6,https://www.baseball-reference.com/boxes/SFN/SFN202107310.shtml
2021-07-31,St. Louis Cardinals,Minnesota Twins,1,8,https://www.baseball-reference.com/boxes/SLN/SLN202107310.shtml
2021-07-31,Tampa Bay Rays,Boston Red Sox,9,5,https://www.baseball-reference.com/boxes/TBA/TBA202107310.shtml
2021-07-31,Texas Rangers,Seattle Mariners,5,4,https://www.baseball-reference.com/boxes/TEX/TEX202107310.shtml
2021-07-31,Toronto Blue Jays,Kansas City Royals,4,0,https://www.baseball-reference.com/boxes/TOR/TOR202107310.shtml
2021-07-31,Washington Nationals,Chicago Cubs,3,6,https://www.baseball-reference.com/boxes/WAS/WAS202107310.shtml
2021-08-01,Los Angeles Angels,Oakland Athletics,3,8,https://www.baseball-reference.com/boxes/ANA/ANA202108010.shtml
2021-08-01,Arizona D'Backs,Los Angeles Dodgers,0,13,https://www.baseball-reference.com/boxes/ARI/ARI202108010.shtml
2021-08-01,Atlanta Braves,Milwaukee Brewers,1,2,https://www.baseball-reference.com/boxes/ATL/ATL202108010.shtml
2021-08-01,Chicago White Sox,Cleveland Indians,2,1,https://www.baseball-reference.com/boxes/CHA/CHA202108010.shtml
2021-08-01,Detroit Tigers,Baltimore Orioles,6,2,https://www.baseball-reference.com/boxes/DET/DET202108010.shtml
2021-08-01,Miami Marlins,New York Yankees,1,3,https://www.baseball-reference.com/boxes/MIA/MIA202108010.shtml
2021-08-01,New York Mets,Cincinnati Reds,1,7,https://www.baseball-reference.com/boxes/NYN/NYN202108010.shtml
2021-08-01,Pittsburgh Pirates,Philadelphia Phillies,4,15,https://www.baseball-reference.com/boxes/PIT/PIT202108010.shtml
2021-08-01,San Diego Padres,Colorado Rockies,8,1,https://www.baseball-reference.com/boxes/SDN/SDN202108010.shtml
2021-08-01,San Francisco Giants,Houston Astros,5,3,https://www.baseball-reference.com/boxes/SFN/SFN202108010.shtml
2021-08-01,St. Louis Cardinals,Minnesota Twins,7,3,https://www.baseball-reference.com/boxes/SLN/SLN202108010.shtml
2021-08-01,Tampa Bay Rays,Boston Red Sox,3,2,https://www.baseball-reference.com/boxes/TBA/TBA202108010.shtml
2021-08-01,Texas Rangers,Seattle Mariners,4,3,https://www.baseball-reference.com/boxes/TEX/TEX202108010.shtml
2021-08-01,Toronto Blue Jays,Kansas City Royals,5,1,https://www.baseball-reference.com/boxes/TOR/TOR202108010.shtml
2021-08-01,Washington Nationals,Chicago Cubs,6,5,https://www.baseball-reference.com/boxes/WAS/WAS202108010.shtml
2021-08-02,Arizona D'Backs,San Francisco Giants,8,11,https://www.baseball-reference.com/boxes/ARI/ARI202108020.shtml
2021-08-02,Miami Marlins,New York Mets,6,3,https://www.baseball-reference.com/boxes/MIA/MIA202108020.shtml
2021-08-02,Milwaukee Brewers,Pittsburgh Pirates,6,2,https://www.baseball-reference.com/boxes/MIL/MIL202108020.shtml
2021-08-02,New York Yankees,Baltimore Orioles,1,7,https://www.baseball-reference.com/boxes/NYA/NYA202108020.shtml
2021-08-02,Tampa Bay Rays,Seattle Mariners,2,8,https://www.baseball-reference.com/boxes/TBA/TBA202108020.shtml
2021-08-02,Texas Rangers,Los Angeles Angels,4,1,https://www.baseball-reference.com/boxes/TEX/TEX202108020.shtml
2021-08-02,Toronto Blue Jays,Cleveland Indians,2,5,https://www.baseball-reference.com/boxes/TOR/TOR202108020.shtml
2021-08-02,Washington Nationals,Philadelphia Phillies,5,7,https://www.baseball-reference.com/boxes/WAS/WAS202108020.shtml
2021-08-03,Arizona D'Backs,San Francisco Giants,3,1,https://www.baseball-reference.com/boxes/ARI/ARI202108030.shtml
2021-08-03,Chicago White Sox,Kansas City Royals,7,1,https://www.baseball-reference.com/boxes/CHA/CHA202108030.shtml
2021-08-03,Cincinnati Reds,Minnesota Twins,5,7,https://www.baseball-reference.com/boxes/CIN/CIN202108030.shtml
2021-08-03,Colorado Rockies,Chicago Cubs,13,6,https://www.baseball-reference.com/boxes/COL/COL202108030.shtml
2021-08-03,Detroit Tigers,Boston Red Sox,4,2,https://www.baseball-reference.com/boxes/DET/DET202108030.shtml
2021-08-03,Los Angeles Dodgers,Houston Astros,0,3,https://www.baseball-reference.com/boxes/LAN/LAN202108030.shtml
2021-08-03,Miami Marlins,New York Mets,5,4,https://www.baseball-reference.com/boxes/MIA/MIA202108030.shtml
2021-08-03,Milwaukee Brewers,Pittsburgh Pirates,5,8,https://www.baseball-reference.com/boxes/MIL/MIL202108030.shtml
2021-08-03,New York Yankees,Baltimore Orioles,13,1,https://www.baseball-reference.com/boxes/NYA/NYA202108030.shtml
2021-08-03,Oakland Athletics,San Diego Padres,1,8,https://www.baseball-reference.com/boxes/OAK/OAK202108030.shtml
2021-08-03,St. Louis Cardinals,Atlanta Braves,1,6,https://www.baseball-reference.com/boxes/SLN/SLN202108030.shtml
2021-08-03,Tampa Bay Rays,Seattle Mariners,2,4,https://www.baseball-reference.com/boxes/TBA/TBA202108030.shtml
2021-08-03,Texas Rangers,Los Angeles Angels,3,11,https://www.baseball-reference.com/boxes/TEX/TEX202108030.shtml
2021-08-03,Toronto Blue Jays,Cleveland Indians,7,2,https://www.baseball-reference.com/boxes/TOR/TOR202108030.shtml
2021-08-03,Washington Nationals,Philadelphia Phillies,4,5,https://www.baseball-reference.com/boxes/WAS/WAS202108030.shtml
2021-08-04,Arizona D'Backs,San Francisco Giants,1,7,https://www.baseball-reference.com/boxes/ARI/ARI202108040.shtml
2021-08-04,Chicago White Sox,Kansas City Royals,1,9,https://www.baseball-reference.com/boxes/CHA/CHA202108040.shtml
2021-08-04,Cincinnati Reds,Minnesota Twins,6,5,https://www.baseball-reference.com/boxes/CIN/CIN202108040.shtml
2021-08-04,Colorado Rockies,Chicago Cubs,2,3,https://www.baseball-reference.com/boxes/COL/COL202108040.shtml
2021-08-04,Detroit Tigers,Boston Red Sox,1,4,https://www.baseball-reference.com/boxes/DET/DET202108040.shtml
2021-08-04,Los Angeles Dodgers,Houston Astros,7,5,https://www.baseball-reference.com/boxes/LAN/LAN202108040.shtml
2021-08-04,Miami Marlins,New York Mets,3,5,https://www.baseball-reference.com/boxes/MIA/MIA202108040.shtml
2021-08-04,Milwaukee Brewers,Pittsburgh Pirates,4,2,https://www.baseball-reference.com/boxes/MIL/MIL202108040.shtml
2021-08-04,New York Yankees,Baltimore Orioles,10,3,https://www.baseball-reference.com/boxes/NYA/NYA202108040.shtml
2021-08-04,Oakland Athletics,San Diego Padres,5,4,https://www.baseball-reference.com/boxes/OAK/OAK202108040.shtml
2021-08-04,St. Louis Cardinals,Atlanta Braves,4,7,https://www.baseball-reference.com/boxes/SLN/SLN202108040.shtml
2021-08-04,Tampa Bay Rays,Seattle Mariners,4,3,https://www.baseball-reference.com/boxes/TBA/TBA202108040.shtml
2021-08-04,Texas Rangers,Los Angeles Angels,1,2,https://www.baseball-reference.com/boxes/TEX/TEX202108040.shtml
2021-08-04,Toronto Blue Jays,Cleveland Indians,8,6,https://www.baseball-reference.com/boxes/TOR/TOR202108040.shtml
2021-08-04,Washington Nationals,Philadelphia Phillies,5,9,https://www.baseball-reference.com/boxes/WAS/WAS202108040.shtml
2021-08-05,Arizona D'Backs,San Francisco Giants,4,5,https://www.baseball-reference.com/boxes/ARI/ARI202108050.shtml
2021-08-05,Chicago White Sox,Kansas City Royals,2,3,https://www.baseball-reference.com/boxes/CHA/CHA202108050.shtml
2021-08-05,Cincinnati Reds,Pittsburgh Pirates,7,4,https://www.baseball-reference.com/boxes/CIN/CIN202108050.shtml
2021-08-05,Colorado Rockies,Chicago Cubs,6,5,https://www.baseball-reference.com/boxes/COL/COL202108050.shtml
2021-08-05,Detroit Tigers,Boston Red Sox,8,1,https://www.baseball-reference.com/boxes/DET/DET202108050.shtml
2021-08-05,Houston Astros,Minnesota Twins,3,5,https://www.baseball-reference.com/boxes/HOU/HOU202108050.shtml
2021-08-05,Miami Marlins,New York Mets,4,2,https://www.baseball-reference.com/boxes/MIA/MIA202108050.shtml
2021-08-05,New York Yankees,Seattle Mariners,5,3,https://www.baseball-reference.com/boxes/NYA/NYA202108050.shtml
2021-08-05,St. Louis Cardinals,Atlanta Braves,4,8,https://www.baseball-reference.com/boxes/SLN/SLN202108050.shtml
2021-08-05,Texas Rangers,Los Angeles Angels,0,5,https://www.baseball-reference.com/boxes/TEX/TEX202108050.shtml
2021-08-05,Toronto Blue Jays,Cleveland Indians,3,0,https://www.baseball-reference.com/boxes/TOR/TOR202108050.shtml
2021-08-05,Washington Nationals,Philadelphia Phillies,6,7,https://www.baseball-reference.com/boxes/WAS/WAS202108050.shtml
2021-08-06,Atlanta Braves,Washington Nationals,8,4,https://www.baseball-reference.com/boxes/ATL/ATL202108060.shtml
2021-08-06,Baltimore Orioles,Tampa Bay Rays,6,10,https://www.baseball-reference.com/boxes/BAL/BAL202108060.shtml
2021-08-06,Chicago Cubs,Chicago White Sox,6,8,https://www.baseball-reference.com/boxes/CHN/CHN202108060.shtml
2021-08-06,Cincinnati Reds,Pittsburgh Pirates,10,0,https://www.baseball-reference.com/boxes/CIN/CIN202108060.shtml
2021-08-06,Cleveland Indians,Detroit Tigers,6,1,https://www.baseball-reference.com/boxes/CLE/CLE202108060.shtml
2021-08-06,Colorado Rockies,Miami Marlins,14,2,https://www.baseball-reference.com/boxes/COL/COL202108060.shtml
2021-08-06,Houston Astros,Minnesota Twins,4,5,https://www.baseball-reference.com/boxes/HOU/HOU202108060.shtml
2021-08-06,Los Angeles Dodgers,Los Angeles Angels,3,4,https://www.baseball-reference.com/boxes/LAN/LAN202108060.shtml
2021-08-06,Milwaukee Brewers,San Francisco Giants,2,1,https://www.baseball-reference.com/boxes/MIL/MIL202108060.shtml
2021-08-06,New York Yankees,Seattle Mariners,3,2,https://www.baseball-reference.com/boxes/NYA/NYA202108060.shtml
2021-08-06,Oakland Athletics,Texas Rangers,4,1,https://www.baseball-reference.com/boxes/OAK/OAK202108060.shtml
2021-08-06,Philadelphia Phillies,New York Mets,4,2,https://www.baseball-reference.com/boxes/PHI/PHI202108060.shtml
2021-08-06,San Diego Padres,Arizona D'Backs,5,8,https://www.baseball-reference.com/boxes/SDN/SDN202108060.shtml
2021-08-06,St. Louis Cardinals,Kansas City Royals,4,2,https://www.baseball-reference.com/boxes/SLN/SLN202108060.shtml
2021-08-06,Toronto Blue Jays,Boston Red Sox,12,4,https://www.baseball-reference.com/boxes/TOR/TOR202108060.shtml
2021-08-07,Atlanta Braves,Washington Nationals,2,3,https://www.baseball-reference.com/boxes/ATL/ATL202108070.shtml
2021-08-07,Baltimore Orioles,Tampa Bay Rays,3,12,https://www.baseball-reference.com/boxes/BAL/BAL202108070.shtml
2021-08-07,Chicago Cubs,Chicago White Sox,0,4,https://www.baseball-reference.com/boxes/CHN/CHN202108070.shtml
2021-08-07,Cincinnati Reds,Pittsburgh Pirates,11,3,https://www.baseball-reference.com/boxes/CIN/CIN202108070.shtml
2021-08-07,Cleveland Indians,Detroit Tigers,1,2,https://www.baseball-reference.com/boxes/CLE/CLE202108070.shtml
2021-08-07,Colorado Rockies,Miami Marlins,7,4,https://www.baseball-reference.com/boxes/COL/COL202108070.shtml
2021-08-07,Houston Astros,Minnesota Twins,4,0,https://www.baseball-reference.com/boxes/HOU/HOU202108070.shtml
2021-08-07,Los Angeles Dodgers,Los Angeles Angels,5,3,https://www.baseball-reference.com/boxes/LAN/LAN202108070.shtml
2021-08-07,Milwaukee Brewers,San Francisco Giants,6,9,https://www.baseball-reference.com/boxes/MIL/MIL202108070.shtml
2021-08-07,New York Yankees,Seattle Mariners,5,4,https://www.baseball-reference.com/boxes/NYA/NYA202108070.shtml
2021-08-07,Oakland Athletics,Texas Rangers,12,3,https://www.baseball-reference.com/boxes/OAK/OAK202108070.shtml
2021-08-07,Philadelphia Phillies,New York Mets,5,3,https://www.baseball-reference.com/boxes/PHI/PHI202108070.shtml
2021-08-07,San Diego Padres,Arizona D'Backs,6,2,https://www.baseball-reference.com/boxes/SDN/SDN202108070.shtml
2021-08-07,St. Louis Cardinals,Kansas City Royals,5,2,https://www.baseball-reference.com/boxes/SLN/SLN202108070.shtml
2021-08-07,Toronto Blue Jays,Boston Red Sox,1,0,https://www.baseball-reference.com/boxes/TOR/TOR202108071.shtml
2021-08-07,Toronto Blue Jays,Boston Red Sox,1,2,https://www.baseball-reference.com/boxes/TOR/TOR202108072.shtml
2021-08-08,Atlanta Braves,Washington Nationals,5,4,https://www.baseball-reference.com/boxes/ATL/ATL202108080.shtml
2021-08-08,Baltimore Orioles,Tampa Bay Rays,6,9,https://www.baseball-reference.com/boxes/BAL/BAL202108080.shtml
2021-08-08,Chicago Cubs,Chicago White Sox,3,9,https://www.baseball-reference.com/boxes/CHN/CHN202108080.shtml
2021-08-08,Cincinnati Reds,Pittsburgh Pirates,3,2,https://www.baseball-reference.com/boxes/CIN/CIN202108080.shtml
2021-08-08,Cleveland Indians,Detroit Tigers,7,5,https://www.baseball-reference.com/boxes/CLE/CLE202108080.shtml
2021-08-08,Colorado Rockies,Miami Marlins,13,8,https://www.baseball-reference.com/boxes/COL/COL202108080.shtml
2021-08-08,Houston Astros,Minnesota Twins,5,7,https://www.baseball-reference.com/boxes/HOU/HOU202108080.shtml
2021-08-08,Los Angeles Dodgers,Los Angeles Angels,8,2,https://www.baseball-reference.com/boxes/LAN/LAN202108080.shtml
2021-08-08,Milwaukee Brewers,San Francisco Giants,4,5,https://www.baseball-reference.com/boxes/MIL/MIL202108080.shtml
2021-08-08,New York Yankees,Seattle Mariners,0,2,https://www.baseball-reference.com/boxes/NYA/NYA202108080.shtml
2021-08-08,Oakland Athletics,Texas Rangers,6,3,https://www.baseball-reference.com/boxes/OAK/OAK202108080.shtml
2021-08-08,Philadelphia Phillies,New York Mets,3,0,https://www.baseball-reference.com/boxes/PHI/PHI202108080.shtml
2021-08-08,San Diego Padres,Arizona D'Backs,2,0,https://www.baseball-reference.com/boxes/SDN/SDN202108080.shtml
2021-08-08,St. Louis Cardinals,Kansas City Royals,5,6,https://www.baseball-reference.com/boxes/SLN/SLN202108080.shtml
2021-08-08,Toronto Blue Jays,Boston Red Sox,9,8,https://www.baseball-reference.com/boxes/TOR/TOR202108080.shtml
2021-08-09,Cleveland Indians,Cincinnati Reds,9,3,https://www.baseball-reference.com/boxes/CLE/CLE202108090.shtml
2021-08-09,Kansas City Royals,New York Yankees,6,8,https://www.baseball-reference.com/boxes/KCA/KCA202108090.shtml
2021-08-09,Minnesota Twins,Chicago White Sox,1,11,https://www.baseball-reference.com/boxes/MIN/MIN202108090.shtml
2021-08-09,San Diego Padres,Miami Marlins,8,3,https://www.baseball-reference.com/boxes/SDN/SDN202108090.shtml
2021-08-10,Los Angeles Angels,Toronto Blue Jays,6,3,https://www.baseball-reference.com/boxes/ANA/ANA202108101.shtml
