Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
425,Luis Guerrero,24,BOS,AL,0.0,0,1,.000,4.15,13,0,6,0,0,0,17.1,9,8,8,0,14,0,10,0,0,0,72,102,4.35,1.327,4.7,0.0,7.3,5.2,0.71,,guerrlu01
426,Kevin Kelly,27,TBR,AL,0.2,0,0,,3.12,17,0,5,0,0,0,17.1,17,6,6,3,2,0,13,0,0,1,68,130,4.18,1.096,8.8,1.6,1.0,6.8,6.50,,kellyke02
427,David Morgan,25,SDP,NL,0.5,0,1,.000,2.08,14,0,8,0,0,0,17.1,10,4,4,2,7,0,20,1,0,1,68,202,3.66,0.981,5.2,1.0,3.6,10.4,2.86,,morgada01
428,Kevin Ginkel,31,ARI,NL,-1.1,1,3,.250,10.06,20,0,3,0,0,1,17.0,20,20,19,2,10,0,21,2,0,1,84,42,4.26,1.765,10.6,1.1,5.3,11.1,2.10,,ginkeke01
429,Tanner Gordon,27,COL,NL,0.3,1,2,.333,4.24,3,3,0,0,0,0,17.0,20,11,8,2,3,0,10,0,0,0,71,110,3.97,1.353,10.6,1.1,1.6,5.3,3.33,,gordota01
430,Andrew Kittredge,35,BAL,AL,0.0,1,1,.500,4.76,17,0,5,0,0,0,17.0,19,10,9,2,6,0,18,0,0,1,77,83,3.56,1.471,10.1,1.1,3.2,9.5,3.00,,kittran01
431,Noah Murdock,26,ATH,AL,-1.4,1,1,.500,13.24,14,0,2,0,0,0,17.0,26,25,25,0,20,3,21,2,1,0,98,32,4.50,2.706,13.8,0.0,10.6,11.1,1.05,,murdono01
432,Cole Winn,25,TEX,AL,0.4,0,1,.000,1.59,13,0,5,0,0,0,17.0,12,4,3,1,8,2,11,0,0,1,70,244,3.97,1.176,6.4,0.5,4.2,5.8,1.38,,winnco01
433,Aaron Ashby*,27,MIL,NL,0.5,0,0,,1.08,9,0,6,0,0,1,16.2,13,2,2,1,4,0,18,1,0,3,63,376,2.61,1.020,7.0,0.5,2.2,9.7,4.50,,ashbyaa01
434,Brandon Young,26,BAL,AL,-0.3,0,3,.000,7.02,4,4,0,0,0,0,16.2,22,13,13,2,11,0,15,0,0,0,79,56,4.83,1.980,11.9,1.1,5.9,8.1,1.36,,youngbr01
435,Scott Alexander*,35,COL,NL,0.0,1,1,.500,6.06,19,0,4,0,0,0,16.1,20,11,11,4,7,0,6,1,0,0,72,77,7.00,1.653,11.0,2.2,3.9,3.3,0.86,,alexasc02
436,José Ruiz,30,2TM,NL,-0.7,1,0,1.000,8.82,18,0,2,0,0,0,16.1,23,17,16,3,9,0,15,0,1,0,79,50,5.29,1.959,12.7,1.7,5.0,8.3,1.67,,ruizjo01
436,José Ruiz,30,PHI,NL,-0.6,1,0,1.000,8.16,16,0,2,0,0,0,14.1,21,14,13,3,6,0,12,0,0,0,68,53,5.39,1.884,13.2,1.9,3.8,7.5,2.00,,ruizjo01
436,José Ruiz,30,ATL,NL,-0.2,0,0,,13.50,2,0,0,0,0,0,2.0,2,3,3,0,3,0,3,0,1,0,11,36,4.59,2.500,9.0,0.0,13.5,13.5,1.00,,ruizjo01
437,Bradley Blalock,24,COL,NL,-0.9,0,2,.000,12.94,5,3,2,0,0,0,16.0,27,23,23,6,6,0,8,0,0,2,78,36,8.09,2.063,15.2,3.4,3.4,4.5,1.33,,blalobr01
438,Jacob Misiorowski,23,MIL,NL,0.7,3,0,1.000,1.13,3,3,0,0,0,0,16.0,3,2,2,1,7,0,19,0,0,0,56,362,2.84,0.625,1.7,0.6,3.9,10.7,2.71,,misioja01
439,Riley O'Brien,30,STL,NL,0.3,0,0,,2.25,13,0,2,0,0,0,16.0,11,4,4,2,7,0,13,1,0,2,61,188,4.59,1.125,6.2,1.1,3.9,7.3,1.86,,obrieri01
440,Eury Pérez,22,MIA,NL,-0.1,0,2,.000,6.19,4,4,0,0,0,0,16.0,14,11,11,1,10,0,14,0,0,1,72,71,4.02,1.500,7.9,0.6,5.6,7.9,1.40,,perezeu02
441,DL Hall*,26,MIL,NL,0.3,1,0,1.000,2.87,8,2,1,0,0,0,15.2,8,5,5,1,9,0,10,0,0,0,63,142,4.36,1.085,4.6,0.6,5.2,5.7,1.11,,halldl01
442,Isaac Mattson,29,PIT,NL,0.6,2,0,1.000,1.72,12,0,1,0,0,0,15.2,6,3,3,2,5,0,16,0,0,0,57,251,3.66,0.702,3.4,1.1,2.9,9.2,3.20,,mattsis01
443,T.J. McFarland*,36,ATH,AL,-0.3,0,0,,6.89,27,0,5,0,0,0,15.2,26,12,12,2,3,0,7,1,0,1,74,62,4.62,1.851,14.9,1.1,1.7,4.0,2.33,,mcfartj01
444,Jared Shuster*,26,CHW,AL,-0.4,0,0,,8.04,12,2,4,0,0,0,15.2,27,15,14,0,5,2,12,2,0,1,82,53,2.89,2.043,15.5,0.0,2.9,6.9,2.40,,shustja01
445,Justin Martínez,23,ARI,NL,0.1,1,2,.333,4.11,17,0,9,0,0,5,15.1,7,8,7,1,12,1,22,3,0,2,67,103,4.00,1.239,4.1,0.6,7.0,12.9,1.83,,martiju01
446,Hunter Bigge,27,TBR,AL,0.3,0,0,,2.40,13,0,5,0,0,0,15.0,11,4,4,4,5,0,12,1,0,0,60,169,6.15,1.067,6.6,2.4,3.0,7.2,2.40,,biggehu01
447,Jonathan Bowlan,28,KCR,AL,0.1,1,1,.500,3.00,12,0,3,0,0,0,15.0,10,7,5,2,7,0,12,0,0,0,60,140,4.62,1.133,6.0,1.2,4.2,7.2,1.71,,bowlajo01
448,Colin Holderman,29,PIT,NL,-0.8,0,1,.000,9.00,14,0,3,0,0,0,15.0,20,15,15,3,11,0,11,2,0,3,74,48,6.82,2.067,12.0,1.8,6.6,6.6,1.00,,holdeco01
449,Max Lazar,26,PHI,NL,0.3,0,0,,3.60,10,0,4,0,0,1,15.0,11,6,6,2,6,0,10,0,0,0,59,120,4.69,1.133,6.6,1.2,3.6,6.0,1.67,,lazarma01
450,Héctor Neris,36,2TM,2LG,-0.5,3,1,.750,7.80,23,0,4,0,0,0,15.0,16,14,13,3,8,0,20,1,0,3,68,56,4.82,1.600,9.6,1.8,4.8,12.0,2.50,,nerishe01
450,Héctor Neris,36,ATL,NL,-0.4,0,1,.000,45.00,2,0,1,0,0,0,1.0,5,5,5,1,1,0,1,0,0,0,8,13,17.09,6.000,45.0,9.0,9.0,9.0,1.00,,nerishe01
450,Héctor Neris,36,LAA,AL,-0.1,3,0,1.000,5.14,21,0,3,0,0,0,14.0,11,9,8,2,7,0,19,1,0,3,60,83,3.94,1.286,7.1,1.3,4.5,12.2,2.71,,nerishe01
451,Dan Altavilla,32,CHW,AL,0.6,0,1,.000,1.84,13,0,6,0,0,1,14.2,9,4,3,3,6,0,10,2,0,0,57,231,6.02,1.023,5.5,1.8,3.7,6.1,1.67,,altavda01
452,Austin Gomber*,31,COL,NL,0.3,0,1,.000,6.14,3,3,0,0,0,0,14.2,18,10,10,3,3,0,5,0,0,1,63,76,5.68,1.432,11.0,1.8,1.8,3.1,1.67,,gombeau01
453,Ryan Johnson,22,LAA,AL,-0.7,1,1,.500,7.36,14,0,4,0,0,1,14.2,24,15,12,4,5,1,16,0,0,0,72,58,5.47,1.977,14.7,2.5,3.1,9.8,3.20,,johnsry01
454,Brandon Waddell*,31,NYM,NL,0.3,0,0,,2.45,6,0,1,0,0,0,14.2,11,4,4,1,3,0,10,0,0,0,57,158,3.22,0.955,6.8,0.6,1.8,6.1,3.33,,waddebr01
455,Luis Mey,24,CIN,NL,0.1,1,0,1.000,4.40,15,0,7,0,0,0,14.1,8,7,7,2,10,0,15,1,0,2,62,104,5.11,1.256,5.0,1.3,6.3,9.4,1.50,,meylu01
456,Marcus Stroman,34,NYY,AL,-0.5,1,1,.500,8.16,4,4,0,0,0,0,14.1,15,13,13,3,9,0,8,0,0,0,66,51,6.57,1.674,9.4,1.9,5.7,5.0,0.89,,stromma01
457,Cole Sulser,35,TBR,AL,0.2,2,1,.667,3.21,13,0,9,0,0,0,14.0,15,5,5,1,4,1,13,0,0,0,58,126,3.01,1.357,9.6,0.6,2.6,8.4,3.25,,sulseco01
458,Ryan Brasier,37,CHC,NL,0.4,0,0,,1.32,14,0,3,0,0,0,13.2,10,2,2,0,3,0,11,0,0,0,51,295,2.13,0.951,6.6,0.0,2.0,7.2,3.67,,brasiry01
459,Liam Hendriks,36,BOS,AL,-0.3,0,2,.000,6.59,14,0,6,0,0,0,13.2,12,11,10,2,7,0,12,1,0,0,59,65,4.99,1.390,7.9,1.3,4.6,7.9,1.71,,hendrli01
460,Nick Sandlin,28,TOR,AL,0.2,0,2,.000,1.98,16,0,4,0,0,1,13.2,10,6,3,1,8,0,14,2,0,1,60,216,4.18,1.317,6.6,0.7,5.3,9.2,1.75,,sandlni01
461,Brent Headrick*,27,NYY,AL,0.0,0,0,,4.73,11,0,3,0,0,0,13.1,12,7,7,3,3,0,16,1,0,0,54,88,4.51,1.125,8.1,2.0,2.0,10.8,5.33,,headrbr01
462,Carson Spiers,27,CIN,NL,-0.1,0,2,.000,6.08,3,2,1,0,0,0,13.1,13,9,9,3,7,0,11,1,0,0,60,75,6.16,1.500,8.8,2.0,4.7,7.4,1.57,,spierca01
463,Rob Zastryzny*,33,MIL,NL,0.4,2,1,.667,2.03,15,1,2,0,0,0,13.1,10,3,3,3,2,1,15,0,0,0,52,202,4.21,0.900,6.8,2.0,1.4,10.1,7.50,,zastrro01
464,Nic Enright,28,CLE,AL,0.4,1,0,1.000,2.08,11,0,6,0,0,0,13.0,7,3,3,1,7,0,11,1,0,0,53,203,4.24,1.077,4.8,0.7,4.8,7.6,1.57,,enrigni01
465,Chris Roycroft,28,STL,NL,-0.5,1,3,.250,6.92,14,0,7,0,0,0,13.0,14,12,10,0,9,1,9,0,0,2,61,61,3.78,1.769,9.7,0.0,6.2,6.2,1.00,,roycrch01
466,Max Scherzer,40,TOR,AL,0.0,0,0,,4.85,3,3,0,0,0,0,13.0,12,7,7,3,3,0,12,0,0,1,51,88,4.93,1.154,8.3,2.1,2.1,8.3,4.00,,scherma01
467,Penn Murfee,31,CHW,AL,-0.4,0,1,.000,7.82,15,0,4,0,0,0,12.2,19,11,11,3,5,0,13,1,0,0,63,55,5.53,1.895,13.5,2.1,3.6,9.2,2.60,,murfepe01
468,José Fermín,23,LAA,AL,0.0,1,0,1.000,3.65,13,0,1,0,0,0,12.1,11,7,5,2,6,1,18,1,0,0,55,117,3.98,1.378,8.0,1.5,4.4,13.1,3.00,,fermijo02
469,Kyle Gibson,37,BAL,AL,-1.1,0,3,.000,16.78,4,4,0,0,0,0,12.1,29,23,23,7,7,0,10,0,0,1,73,24,10.54,2.919,21.2,5.1,5.1,7.3,1.43,,gibsoky01
470,Lucas Sims,31,WSN,NL,-1.0,1,0,1.000,13.86,18,0,2,0,0,0,12.1,14,19,19,2,14,0,13,7,0,3,72,30,8.19,2.270,10.2,1.5,10.2,9.5,0.93,,simslu01
471,Tristan Beck,29,SFG,NL,0.0,1,0,1.000,4.50,6,0,1,0,0,0,12.0,9,6,6,2,6,0,7,0,0,1,50,88,5.59,1.250,6.8,1.5,4.5,5.3,1.17,,becktr01
472,Kody Funderburk*,28,MIN,AL,-0.2,1,0,1.000,7.50,9,0,6,0,0,0,12.0,18,10,10,2,5,0,9,1,1,1,58,58,5.25,1.917,13.5,1.5,3.8,6.8,1.80,,fundeko01
473,Sean Hjelle,28,SFG,NL,-0.3,1,1,.500,6.75,9,1,1,0,0,0,12.0,13,9,9,2,8,1,9,0,0,0,56,59,5.75,1.750,9.8,1.5,6.0,6.8,1.13,,hjellse01
474,Sam Long*,29,KCR,AL,-0.8,0,2,.000,10.50,12,0,8,0,0,0,12.0,17,16,14,2,9,1,8,0,0,3,61,40,6.17,2.167,12.8,1.5,6.8,6.0,0.89,,longsa01
475,Wade Miley*,38,CIN,NL,-0.2,1,0,1.000,6.75,3,2,1,0,0,0,12.0,15,9,9,3,6,0,7,1,0,0,55,68,6.92,1.750,11.3,2.3,4.5,5.3,1.17,,mileywa01
476,Kyle Nicolas,26,PIT,NL,-0.3,0,0,,7.50,10,0,2,0,0,0,12.0,13,10,10,2,9,0,8,0,0,0,60,58,6.17,1.833,9.8,1.5,6.8,6.0,0.89,,nicolky01
477,Forrest Whitley,27,2TM,AL,-0.8,0,0,,13.50,10,0,4,0,0,0,12.0,19,20,18,3,8,0,12,1,0,1,66,31,6.59,2.250,14.3,2.3,6.0,9.0,1.50,,whitlfo01
477,Forrest Whitley,27,HOU,AL,-0.4,0,0,,12.27,5,0,3,0,0,0,7.1,9,10,10,2,6,0,8,1,0,1,39,35,7.31,2.045,11.0,2.5,7.4,9.8,1.33,,whitlfo01
477,Forrest Whitley,27,TBR,AL,-0.5,0,0,,15.43,5,0,1,0,0,0,4.2,10,10,8,1,2,0,4,0,0,0,27,28,5.44,2.571,19.3,1.9,3.9,7.7,2.00,,whitlfo01
478,Jason Alexander,32,2TM,AL,-0.6,1,0,1.000,10.50,5,1,3,0,0,0,12.0,15,16,14,3,8,0,9,1,0,0,60,41,7.09,1.917,11.3,2.3,6.0,6.8,1.13,,alexaja01
478,Jason Alexander,32,ATH,AL,-0.6,0,0,,18.00,4,0,3,0,0,0,6.0,12,13,12,3,5,0,5,0,0,0,35,24,10.42,2.833,18.0,4.5,7.5,7.5,1.00,,alexaja01
478,Jason Alexander,32,HOU,AL,0.0,1,0,1.000,3.00,1,1,0,0,0,0,6.0,3,3,2,0,3,0,4,1,0,0,25,143,3.75,1.000,4.5,0.0,4.5,6.0,1.33,,alexaja01
479,Paul Sewald,35,CLE,AL,-0.3,1,1,.500,6.17,14,0,2,0,0,1,11.2,13,8,8,3,2,0,15,0,0,0,48,69,4.37,1.286,10.0,2.3,1.5,11.6,7.50,,sewalpa01
480,Josh Winckowski,27,BOS,AL,-0.1,0,1,.000,3.86,6,0,4,0,0,0,11.2,11,7,5,0,5,0,9,1,0,0,52,111,3.09,1.371,8.5,0.0,3.9,6.9,1.80,,winckjo01
481,Andrew Chafin*,35,WSN,NL,0.0,0,0,,3.18,16,0,5,0,0,0,11.1,12,6,4,0,11,0,14,0,0,4,54,129,3.53,2.029,9.5,0.0,8.7,11.1,1.27,,chafian01
482,Justin Lawrence,30,PIT,NL,0.6,1,0,1.000,0.79,11,0,3,0,0,0,11.1,5,1,1,0,6,1,15,2,0,1,44,548,2.56,0.971,4.0,0.0,4.8,11.9,2.50,,lawreju01
483,Michael Kelly,32,ATH,AL,0.8,2,0,1.000,0.00,10,0,3,0,0,0,11.0,7,0,0,0,6,2,7,0,0,1,42,,3.45,1.182,5.7,0.0,4.9,5.7,1.17,,kellymi03
484,A.J. Minter*,31,NYM,NL,0.4,0,0,,1.64,13,0,1,0,0,0,11.0,6,2,2,0,5,0,14,0,1,0,44,239,1.90,1.000,4.9,0.0,4.1,11.5,2.80,,minteaj01
485,Shaun Anderson,30,LAA,AL,-0.2,1,0,1.000,7.59,6,0,2,0,0,0,10.2,16,9,9,4,3,0,10,0,0,0,50,57,6.93,1.781,13.5,3.4,2.5,8.4,3.33,,andersh01
486,Garrett McDaniels*,25,LAA,AL,-0.1,0,0,,5.91,10,0,4,0,0,0,10.2,13,8,7,2,8,0,6,1,0,2,50,73,6.93,1.969,11.0,1.7,6.8,5.1,0.75,,mcdanga01
487,Nate Pearson,28,CHC,NL,-0.7,0,1,.000,12.66,9,0,2,0,0,0,10.2,18,15,15,2,9,1,6,1,0,1,59,31,7.21,2.531,15.2,1.7,7.6,5.1,0.67,,pearsna01
488,Blade Tidwell,24,NYM,NL,-0.5,0,1,.000,10.13,3,2,1,0,0,0,10.2,18,12,12,2,8,0,7,1,0,0,58,39,6.74,2.438,15.2,1.7,6.8,5.9,0.88,,tidwebl01
489,Sean Guenther*,29,DET,AL,-0.2,0,1,.000,5.23,9,1,0,0,0,0,10.1,10,7,6,0,5,0,8,0,0,0,43,78,2.99,1.452,8.7,0.0,4.4,7.0,1.60,,guentse01
490,Bryan Hudson*,28,MIL,NL,-0.2,0,1,.000,4.35,12,0,2,0,0,0,10.1,8,7,5,0,12,2,13,2,1,0,54,95,4.63,1.935,7.0,0.0,10.5,11.3,1.08,,hudsobr01
491,Bryce Jarvis,27,ARI,NL,0.0,0,0,,6.10,7,0,4,0,0,1,10.1,10,7,7,1,5,0,11,1,0,0,45,70,3.96,1.452,8.7,0.9,4.4,9.6,2.20,,jarvibr01
492,Grant Taylor,23,CHW,AL,0.3,0,0,,2.70,8,1,3,0,0,2,10.0,7,3,3,0,1,0,10,0,0,1,36,159,1.39,0.800,6.3,0.0,0.9,9.0,10.00,,taylogr02
493,Spencer Arrighetti,25,HOU,AL,0.0,1,1,.500,5.59,2,2,0,0,0,0,9.2,4,6,6,1,5,0,8,1,0,0,39,75,4.64,0.931,3.7,0.9,4.7,7.4,1.60,,arrigsp01
494,Joe Mantiply*,34,ARI,NL,-0.8,0,1,.000,15.83,10,0,4,0,0,0,9.2,26,17,17,5,3,1,8,1,0,0,58,27,9.40,3.000,24.2,4.7,2.8,7.4,2.67,,mantijo01
495,Dylan Smith,25,DET,AL,0.2,0,0,,1.86,6,0,4,0,0,0,9.2,4,2,2,0,3,0,4,3,0,0,34,220,4.12,0.724,3.7,0.0,2.8,3.7,1.33,,smithdy01
496,Michael Darrell-Hicks,27,2TM,2LG,-0.1,1,0,1.000,7.45,7,0,2,0,0,0,9.2,10,8,8,1,4,0,8,1,0,2,43,60,4.33,1.448,9.3,0.9,3.7,7.4,2.00,,darremi01
496,Michael Darrell-Hicks,27,LAA,AL,-0.2,1,0,1.000,9.39,6,0,2,0,0,0,7.2,10,8,8,1,4,0,6,1,0,1,38,46,5.17,1.826,11.7,1.2,4.7,7.0,1.50,,darremi01
496,Michael Darrell-Hicks,27,PIT,NL,0.1,0,0,,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,2,0,0,1,5,,1.09,0.000,0.0,0.0,0.0,9.0,,,darremi01
497,Ian Anderson,27,LAA,AL,-0.6,0,1,.000,11.57,7,0,4,0,0,0,9.1,17,13,12,2,7,1,8,0,0,2,51,37,6.41,2.571,16.4,1.9,6.8,7.7,1.14,,anderia01
498,Luarbert Árias,24,MIA,NL,-0.3,0,0,,10.61,6,0,4,0,0,0,9.1,15,11,11,1,5,0,9,2,0,1,50,42,4.80,2.143,14.5,1.0,4.8,8.7,1.80,,ariaslu01
499,Anthony DeSclafani,35,ARI,NL,0.0,0,0,,4.82,4,0,3,0,0,1,9.1,9,6,5,3,2,0,9,1,0,0,39,89,6.30,1.179,8.7,2.9,1.9,8.7,4.50,,desclan01
500,Tim Mayza*,33,PIT,NL,0.1,0,0,,2.89,7,0,4,0,0,0,9.1,9,3,3,1,1,0,8,1,0,0,40,152,3.41,1.071,8.7,1.0,1.0,7.7,8.00,,mayzati01
501,Colin Poche*,31,2TM,NL,-0.8,1,2,.333,12.54,14,0,1,0,0,0,9.1,12,14,13,1,14,0,11,0,0,1,52,34,6.62,2.786,11.6,1.0,13.5,10.6,0.79,,pocheco01
501,Colin Poche*,31,WSN,NL,-0.6,1,2,.333,11.42,13,0,0,0,0,0,8.2,10,12,11,1,12,0,10,0,0,1,46,36,6.43,2.538,10.4,1.0,12.5,10.4,0.83,,pocheco01
501,Colin Poche*,31,NYM,NL,-0.1,0,0,,27.00,1,0,1,0,0,0,0.2,2,2,2,0,2,0,1,0,0,0,6,22,9.09,6.000,27.0,0.0,27.0,13.5,0.50,,pocheco01
502,Luis Contreras,29,HOU,AL,-0.4,0,0,,9.00,7,0,3,0,0,0,9.0,11,9,9,2,6,0,10,0,0,1,43,47,5.75,1.889,11.0,2.0,6.0,10.0,1.67,,contrlu01
503,Cooper Criswell,28,BOS,AL,-0.3,1,0,1.000,6.00,5,0,4,0,0,1,9.0,14,9,6,2,3,0,4,0,0,0,46,72,6.09,1.889,14.0,2.0,3.0,4.0,1.33,,criswco01
504,José Leclerc,31,ATH,AL,0.0,0,1,.000,6.00,10,0,1,0,0,0,9.0,13,6,6,3,5,0,8,0,1,1,46,72,7.31,2.000,13.0,3.0,5.0,8.0,1.60,,leclejo01
505,Frankie Montas,32,NYM,NL,-0.1,0,1,.000,6.00,2,2,0,0,0,0,9.0,10,6,6,2,4,0,10,0,0,0,40,66,5.09,1.556,10.0,2.0,4.0,10.0,2.50,,montafr02
506,Dedniel Núñez,29,NYM,NL,-0.1,0,0,,5.00,9,0,3,0,0,0,9.0,5,5,5,1,6,0,10,0,0,1,38,79,4.31,1.222,5.0,1.0,6.0,10.0,1.67,,nunezde01
507,Blake Snell*,32,LAD,NL,-0.2,1,0,1.000,2.00,2,2,0,0,0,0,9.0,10,7,2,0,8,0,4,0,0,2,46,205,4.86,2.000,10.0,0.0,8.0,4.0,0.50,,snellbl01
508,Ryan Fernandez,27,STL,NL,-1.0,0,2,.000,11.42,11,0,4,0,0,0,8.2,15,13,11,2,5,1,7,0,0,0,45,38,6.20,2.308,15.6,2.1,5.2,7.3,1.40,,fernary01
509,Jackson Kowar,28,SEA,AL,0.2,1,0,1.000,2.08,7,0,2,0,0,0,8.2,5,2,2,1,3,0,8,1,0,2,34,185,4.12,0.923,5.2,1.0,3.1,8.3,2.67,,kowarja01
510,Anthony Molina,23,COL,NL,0.0,0,0,,7.27,5,0,4,0,0,0,8.2,13,7,7,3,0,0,6,0,0,0,38,66,6.20,1.500,13.5,3.1,0.0,6.2,,,molinan01
511,Logan VanWey,26,HOU,AL,-0.2,0,0,,6.23,7,0,1,0,0,0,8.2,15,7,6,2,3,0,5,1,0,0,43,67,6.32,2.077,15.6,2.1,3.1,5.2,1.67,,vanwelo01
512,Dylan Dodd*,27,ATL,NL,0.2,0,0,,2.16,9,0,5,0,0,0,8.1,5,2,2,0,2,0,7,0,0,0,31,198,2.13,0.840,5.4,0.0,2.2,7.6,3.50,,dodddy01
513,Didier Fuentes,20,ATL,NL,-0.4,0,2,.000,10.80,2,2,0,0,0,0,8.1,14,10,10,3,1,0,4,1,0,0,40,40,7.53,1.800,15.1,3.2,1.1,4.3,4.00,,fuentdi01
514,Kendall Graveman,34,ARI,NL,-0.2,1,0,1.000,8.64,9,0,2,0,0,0,8.1,14,8,8,1,5,0,3,1,0,0,40,50,6.09,2.280,15.1,1.1,5.4,3.2,0.60,,graveke01
515,Luis Peralta*,24,COL,NL,-0.3,1,1,.500,7.56,9,0,1,0,0,0,8.1,10,9,7,1,8,0,5,1,1,1,44,63,6.69,2.160,10.8,1.1,8.6,5.4,0.63,,perallu01
516,Ethan Roberts,27,CHC,NL,-0.1,1,0,1.000,5.40,9,0,3,0,0,0,8.1,8,5,5,2,2,0,6,1,0,1,35,73,5.85,1.200,8.6,2.2,2.2,6.5,3.00,,roberet01
517,Danny Young*,31,NYM,NL,0.0,0,0,,4.32,10,0,4,0,0,0,8.1,9,5,4,0,3,0,13,1,0,0,37,92,1.41,1.440,9.7,0.0,3.2,14.0,4.33,,youngda02
518,Sam Bachman,25,LAA,AL,0.3,1,1,.500,2.25,7,0,2,0,0,0,8.0,4,2,2,0,2,0,7,0,0,0,29,193,2.09,0.750,4.5,0.0,2.3,7.9,3.50,,bachmsa01
519,Jacob Barnes,35,TOR,AL,-0.4,0,1,.000,9.00,6,0,2,0,0,0,8.0,10,9,8,1,3,0,5,0,0,0,36,48,4.59,1.625,11.3,1.1,3.4,5.6,1.67,,barneja01
520,Nestor Cortes*,30,MIL,NL,-0.3,1,1,.500,9.00,2,2,0,0,0,0,8.0,7,8,8,5,7,0,8,0,0,0,38,46,11.84,1.750,7.9,5.6,7.9,9.0,1.14,,cortene01
521,Gerson Garabito,29,TEX,AL,-0.5,0,0,,9.00,3,0,1,0,0,0,8.0,15,12,8,1,1,0,8,2,0,0,41,44,3.84,2.000,16.9,1.1,1.1,9.0,8.00,,garabge01
522,Tom Harrington,23,PIT,NL,-0.4,0,1,.000,10.13,2,1,1,0,0,1,8.0,11,9,9,3,5,0,7,0,0,1,39,44,8.09,2.000,12.4,3.4,5.6,7.9,1.40,,harrito03
523,Kenta Maeda,37,DET,AL,-0.2,0,0,,7.88,7,0,5,0,0,0,8.0,9,8,7,1,6,0,8,3,0,2,43,53,6.09,1.875,10.1,1.1,6.8,9.0,1.33,,maedake01
524,A.J. Puk*,30,ARI,NL,0.2,0,0,,3.38,8,0,5,0,0,4,8.0,8,3,3,2,2,0,12,1,0,1,35,128,4.46,1.250,9.0,2.3,2.3,13.5,6.00,,pukaj01
525,Alan Rangel,27,PHI,NL,0.2,0,0,,2.25,2,0,1,0,0,1,8.0,9,2,2,1,3,0,5,0,0,0,33,196,4.59,1.500,10.1,1.1,3.4,5.6,1.67,,rangeal01
526,Blake Treinen,37,LAD,NL,0.1,0,2,.000,3.38,8,0,3,0,0,2,8.0,8,3,3,1,3,0,10,1,0,0,36,122,3.71,1.375,9.0,1.1,3.4,11.3,3.33,,treinbl01
527,Chayce McDermott,26,BAL,AL,-0.2,0,1,.000,8.22,2,1,0,0,0,0,7.2,8,7,7,3,8,0,7,1,0,0,39,49,9.87,2.087,9.4,3.5,9.4,8.2,0.88,,mcderch01
528,Tanner Rainey,32,PIT,NL,-0.5,0,1,.000,10.57,11,0,0,0,0,0,7.2,7,9,9,0,6,0,9,1,0,0,37,42,3.48,1.696,8.2,0.0,7.0,10.6,1.50,,raineta01
529,Orlando Ribalta,27,WSN,NL,0.0,0,0,,5.87,4,0,2,0,0,0,7.2,5,5,5,2,4,0,6,0,0,0,33,71,6.48,1.174,5.9,2.3,4.7,7.0,1.50,,ribalor01
530,Kyle Backhus*,27,ARI,NL,0.4,0,0,,1.23,8,0,1,0,0,0,7.1,5,1,1,0,1,0,8,0,0,0,27,354,1.31,0.818,6.1,0.0,1.2,9.8,8.00,,backhky01
531,Zak Kent,27,CLE,AL,-0.1,0,0,,6.14,4,0,3,0,0,0,7.1,8,5,5,0,5,0,8,0,0,2,32,70,2.95,1.773,9.8,0.0,6.1,9.8,1.60,,kentza01
532,Eli Morgan,29,CHC,NL,-0.4,0,1,.000,12.27,7,0,2,0,0,0,7.1,12,10,10,3,3,1,4,0,0,0,35,32,8.54,2.045,14.7,3.7,3.7,4.9,1.33,,morgael01
533,Elvis Peguero,28,MIL,NL,-0.2,0,0,,4.91,6,0,2,0,0,0,7.1,8,6,4,1,4,0,5,1,0,1,36,85,5.54,1.636,9.8,1.2,4.9,6.1,1.25,,pegueel01
534,José Suarez*,27,ATL,NL,0.1,1,0,1.000,2.45,3,0,1,0,0,0,7.1,3,3,2,1,7,1,5,0,0,0,30,175,6.36,1.364,3.7,1.2,8.6,6.1,0.71,,suarejo01
535,Ryan Loutos,26,2TM,NL,-0.7,1,0,1.000,13.50,8,0,5,0,0,0,7.1,11,13,11,1,7,0,4,1,0,0,42,32,7.04,2.455,13.5,1.2,8.6,4.9,0.57,,loutory01
535,Ryan Loutos,26,LAD,NL,-0.2,0,0,,15.00,2,0,2,0,0,0,3.0,4,5,5,1,2,0,2,1,0,0,16,30,9.09,2.000,12.0,3.0,6.0,6.0,1.00,,loutory01
535,Ryan Loutos,26,WSN,NL,-0.5,1,0,1.000,12.46,6,0,3,0,0,0,4.1,7,8,6,0,5,0,2,0,0,0,26,35,5.62,2.769,14.5,0.0,10.4,4.2,0.40,,loutory01
536,Elvis Alvarado,26,ATH,AL,0.0,0,0,,6.43,5,0,2,0,0,0,7.0,10,5,5,1,4,0,10,2,0,1,37,68,4.66,2.000,12.9,1.3,5.1,12.9,2.50,,alvarel01
